X1MOMEDU,X1DADEDU,X1SES,X1MTHEFF,X1MTHINT,X1SCIUTI,X1SCIEFF,X1SCIINT,X1SCHOOLBEL,X1SCHOOLENG,X1STUEDEXPCT,X1PAREDEXPCT,X1SCHOOLCLI,X1COUPERTEA,X1COUPERCOU,X1COUPERPRI,X3TGPA9TH,S1NOHWDN,S1NOPAPER,S1NOBOOKS,S1LATE,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,S1FRNDGRADES,S1FRNDSCHOOL,S1FRNDCLASS,S1FRNDCLG,S1HRMHOMEWK,S1HRSHOMEWK,S1HROTHHOMWK,S1SUREHSGRAD,P1BEHAVE,P1ATTEND,P1PERFORM,X4EVERDROP,X4PSENRSTLV
4,4,1.2225,0.49,0.65,0.15,-0.46,-1.0,1.0,0.71,10,10,-0.28,0.71,0.81,0.33,4.0,2,1,1,2,2,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
1,2,-0.7329,-0.56,-1.31,0.1,-0.6,0.54,-0.12,1.01,6,1,-2.76,-1.93,-1.85,-2.66,3.0,2,1,1,1,4,4,3,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
4,4,0.9542,1.34,1.69,1.69,1.53,2.03,1.26,1.39,10,10,0.17,0.36,-0.21,-0.25,4.0,1,1,1,1,4,3,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
0,1,-1.0449,1.62,0.49,1.27,1.1,1.7,0.52,0.52,11,10,0.17,0.44,1.15,1.1,3.5,2,1,2,1,3,3,2,3,1,1,1,1,3,1,2.0,1,2,1,1,0,1
2,3,0.1875,0.1,0.14,0.1,1.1,1.7,1.59,1.01,11,10,0.25,1.17,1.15,1.1,4.0,2,1,1,1,4,4,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,2,-0.3348,-0.3,-0.71,-0.33,0.25,-0.67,1.59,0.71,4,4,-1.49,-1.09,0.14,-0.01,2.5,2,1,1,2,3,4,4,4,1,1,1,1,1,1,1.0,1,1,1,1,0,0
3,0,-0.2004,0.51,-0.18,0.71,1.53,1.32,-0.04,0.71,10,10,-0.22,-0.5,-0.62,-0.14,3.0,2,1,1,2,3,3,3,3,1,1,1,1,2,1,1.0,1,1,1,1,0,0
2,5,0.4729,1.62,0.86,1.27,1.12,1.71,1.59,1.01,10,10,0.31,1.56,1.15,0.66,3.5,2,1,1,1,4,4,2,4,1,1,1,1,2,2,2.0,1,1,1,1,0,0
3,4,1.2487,-0.2,-0.36,-1.45,1.4,0.22,0.52,0.14,10,6,-0.76,0.98,0.34,0.95,3.5,3,1,2,1,4,4,3,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
2,2,-0.4129,1.23,1.04,0.71,-0.18,1.38,0.38,-0.22,11,2,-0.09,-0.8,1.15,-1.46,3.0,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2.0,1,1,1,1,0,0
2,2,-0.6363,1.62,1.34,1.27,1.83,1.71,1.59,1.39,10,6,0.4,0.8,0.55,0.95,3.5,1,1,1,1,4,4,4,4,1,1,1,1,2,2,3.0,1,1,1,1,0,1
3,4,0.6454,0.1,0.19,-0.33,-0.16,0.16,-0.39,-0.52,8,6,-0.54,0.8,1.15,0.0,3.5,3,3,1,2,3,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,0,-0.2862,-1.41,-1.38,0.1,-0.05,0.16,-0.46,-1.26,6,8,1.8,0.78,0.61,1.1,3.5,4,2,2,3,3,3,3,3,2,2,1,1,1,2,2.0,1,1,1,1,0,1
5,0,0.984,0.1,-0.36,1.69,0.25,1.64,0.21,1.01,11,8,-2.87,0.86,-6.43,1.1,3.5,2,1,1,1,4,3,3,3,1,1,1,1,4,3,6.0,2,1,1,1,0,1
4,4,0.384,-0.58,-1.19,0.84,0.25,0.54,1.0,-0.2,11,6,0.66,1.07,0.14,1.1,3.5,2,2,2,2,3,4,4,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
3,3,-0.2978,0.1,0.86,0.1,0.25,0.16,1.59,1.39,2,10,-0.18,0.95,1.02,0.95,3.0,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1.0,1,2,1,1,1,1
3,4,1.0147,0.49,0.55,0.1,0.67,0.61,-0.12,-0.2,6,8,0.77,0.8,-1.09,-0.19,3.5,2,2,2,2,4,4,4,4,1,1,1,1,3,3,3.0,1,1,1,1,0,1
3,0,0.1757,1.62,-0.44,-0.47,1.83,0.99,0.12,1.39,8,6,-0.4,1.36,1.15,1.1,2.5,1,1,1,1,3,4,4,4,1,1,1,1,1,1,1.0,1,2,1,3,0,1
5,2,0.2964,0.95,0.86,-1.45,0.68,-0.17,0.52,0.52,8,8,-1.01,-0.6,0.21,0.95,4.0,2,1,2,1,3,3,4,4,1,1,1,1,1,1,4.0,1,1,1,1,0,1
1,1,-0.9992,-1.41,-0.62,1.27,-1.33,0.09,-0.59,0.59,6,2,-0.81,0.81,-0.15,1.1,2.0,2,2,1,1,3,4,2,4,1,1,1,1,1,1,1.0,2,2,1,1,0,1
3,0,-0.1984,-0.56,0.87,0.71,0.25,1.59,-0.14,-1.81,10,10,-1.1,-0.8,0.26,-0.01,3.5,4,4,2,2,3,3,3,3,1,1,1,1,2,2,4.0,1,1,2,1,0,1
7,3,1.5573,0.1,0.86,-1.03,0.25,0.99,-0.59,0.52,11,10,-1.69,-0.94,-1.02,-2.45,3.0,2,1,2,1,3,3,3,3,1,2,1,1,1,1,1.0,2,1,1,2,0,1
2,4,0.8851,0.1,0.93,-0.42,-2.05,-0.28,0.65,0.52,8,6,0.3,1.27,1.15,0.95,3.5,2,1,2,1,3,3,4,3,1,2,1,1,2,2,3.0,1,1,1,1,0,1
2,2,-0.1528,0.1,-0.29,-0.33,-0.91,-1.05,0.3,-0.5,10,6,-1.0,-1.79,-1.5,-1.25,2.5,2,2,2,3,3,2,1,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
4,7,0.9938,0.27,0.86,-0.33,1.83,1.0,0.77,0.1,10,10,0.17,0.33,-0.09,0.08,3.0,2,2,2,1,3,4,4,3,1,1,1,1,3,1,2.0,1,1,1,1,0,1
4,2,0.7843,0.1,-0.29,-0.33,-0.16,-1.83,-0.04,0.59,8,10,-0.28,0.17,0.14,-0.31,4.0,2,2,1,1,4,4,4,4,1,1,1,1,2,2,1.0,1,1,1,1,0,1
1,0,-1.4415,0.77,1.22,1.27,-0.46,0.21,1.59,-0.05,10,10,1.0,-1.09,-0.96,-1.25,2.5,4,1,1,2,4,4,4,4,1,1,1,1,3,2,2.0,1,1,1,3,0,0
3,0,-0.5434,0.1,0.55,0.1,0.25,0.49,1.59,1.01,8,6,-0.62,0.03,1.02,0.4,2.5,2,1,1,1,2,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,0
1,0,-1.0067,1.17,0.56,0.66,-1.33,-0.6,-0.04,-2.4,2,10,-1.6,-0.33,-0.49,-1.11,1.5,3,4,4,2,4,3,3,2,1,2,1,1,4,1,2.0,1,1,1,1,1,0
2,2,-0.0154,1.34,-2.46,0.1,-1.33,-1.38,-2.33,0.33,11,6,-2.11,0.31,1.02,1.1,3.0,3,1,1,2,4,3,2,3,1,2,1,1,1,1,1.0,1,1,1,1,0,1
3,2,-0.006,0.1,0.86,0.1,0.25,0.54,1.26,0.96,10,10,-0.31,-0.8,-1.38,-1.11,4.0,1,2,1,1,4,4,3,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,1,-0.8973,0.1,-0.66,0.1,-0.05,0.93,-0.47,-0.07,6,2,-2.0,0.23,-0.9,-0.76,2.5,2,1,2,3,4,4,3,4,1,1,1,1,1,1,2.0,1,1,2,1,0,0
4,4,1.082,-1.14,0.09,1.69,0.25,1.7,-0.95,-0.2,8,6,0.36,-0.31,-1.38,-1.11,3.5,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,0
2,2,-0.3575,0.51,-0.48,0.71,-0.46,0.5,-0.46,-0.07,11,2,0.22,-0.21,0.68,-0.26,1.5,2,1,2,3,2,2,2,2,1,1,1,1,1,1,1.0,4,2,3,2,0,0
7,7,2.4542,1.62,0.96,0.28,0.81,-0.63,1.59,0.16,8,10,0.64,0.81,-0.15,0.0,3.5,2,3,1,1,4,3,3,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
1,4,-0.4126,-0.56,0.39,-0.76,1.83,-2.26,0.67,1.01,11,6,-0.74,0.3,0.61,0.11,4.0,2,1,1,1,3,3,2,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
4,4,0.7743,0.1,-0.54,1.27,0.25,0.16,0.65,-1.19,10,10,0.44,-0.8,-1.03,-1.11,3.0,4,3,1,3,3,3,3,3,1,2,1,1,2,1,3.0,1,1,2,1,0,1
3,2,-0.2251,0.1,0.49,0.71,0.25,0.54,1.23,1.09,11,8,-0.99,-0.6,-0.78,-0.53,4.0,1,1,1,2,4,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,0,0.0027,0.78,0.95,-0.89,-0.59,-0.66,-0.73,-0.45,7,4,0.08,-1.09,-0.9,-1.66,2.5,2,1,4,1,2,2,3,1,1,1,1,2,1,1,1.0,2,1,1,1,0,0
2,2,-0.4715,-0.61,-0.75,-0.33,-0.46,-0.28,-1.28,-1.52,2,2,-0.9,-1.65,-0.33,-1.5,1.0,1,3,4,3,1,3,2,2,2,2,1,2,1,1,1.0,1,2,3,3,1,0
2,1,-0.7259,-0.58,-0.66,0.1,-1.0,0.22,-0.64,-0.2,11,10,-3.19,-0.31,1.15,0.95,2.0,2,2,2,2,2,2,2,2,1,2,1,1,2,2,3.0,1,2,2,1,1,0
2,2,-0.6592,0.1,1.32,-0.94,-0.05,-2.59,-0.41,-1.3,2,2,-0.72,0.85,1.15,1.1,2.0,3,3,2,3,3,2,3,2,1,2,1,1,3,4,3.0,2,3,2,1,0,1
2,2,-0.0649,0.51,0.96,1.27,1.12,2.03,1.04,-0.47,10,8,-2.03,0.81,0.33,0.52,3.5,4,2,1,2,4,4,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
3,3,-0.0117,0.1,-0.16,0.52,0.25,0.54,-0.04,-0.22,6,6,0.36,-0.31,-1.38,-1.11,2.0,3,3,1,1,4,4,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
4,7,1.9452,-0.17,-0.54,0.1,1.53,0.49,0.45,1.39,11,10,-0.59,-1.6,0.26,-2.0,3.5,1,1,1,1,3,3,3,3,1,1,1,1,2,1,3.0,1,1,1,1,0,1
2,2,-0.8412,0.94,1.69,0.1,0.69,1.25,1.59,1.01,10,4,0.31,-2.48,0.68,1.1,2.0,2,1,1,1,1,4,3,3,1,1,1,1,2,1,3.0,1,2,1,2,0,1
2,2,0.0083,0.1,-0.96,1.69,-0.05,0.54,-0.29,-0.2,8,10,-2.33,-0.32,0.55,-2.89,3.5,2,2,2,2,1,1,3,3,1,2,1,1,1,1,2.0,1,1,1,1,0,1
2,0,-0.7751,-0.58,0.0,1.69,0.68,1.7,0.85,-0.01,10,10,-3.64,-0.6,-1.38,0.54,3.5,2,2,1,3,3,4,4,3,1,2,1,1,1,1,1.0,2,2,1,1,0,1
5,2,0.523,0.95,0.19,0.1,-0.89,-2.22,0.65,-0.62,6,6,-0.28,0.17,0.14,-0.31,3.0,2,3,2,2,3,3,3,3,1,2,1,1,2,2,2.0,1,1,1,1,0,0
3,4,0.3565,1.34,1.34,1.69,1.1,1.38,1.59,0.1,11,6,1.51,1.56,1.15,1.1,2.5,2,2,2,1,4,4,4,4,1,1,1,1,1,1,1.0,1,2,1,2,0,1
4,5,0.9476,-1.41,-1.31,-0.33,-0.05,0.5,-2.4,-0.58,6,10,-0.8,0.32,0.74,0.69,3.0,3,2,2,2,3,3,3,3,1,2,1,1,1,1,1.0,1,1,1,1,0,1
2,2,-0.136,0.1,1.69,0.1,-0.05,-0.17,0.21,-0.58,6,6,-0.82,-1.64,0.55,-0.07,3.5,3,2,2,2,3,4,4,4,2,2,1,1,1,1,1.0,1,2,1,1,0,1
2,1,-0.4388,-0.17,-0.29,0.1,-0.46,-0.28,1.59,1.39,8,11,-0.35,-0.8,-0.08,-0.01,3.0,1,1,1,1,3,4,2,3,1,1,1,1,1,2,3.0,1,1,1,1,0,1
1,1,-0.9659,-0.56,0.17,-0.89,-1.33,-0.67,1.26,1.39,10,10,0.17,-0.33,0.26,-0.68,3.5,1,1,1,1,4,4,2,4,1,2,1,1,1,2,2.0,1,1,1,1,0,1
2,2,-0.0422,-0.56,0.19,0.1,-0.48,0.16,-0.39,0.71,11,4,-0.32,-0.8,-0.33,-1.11,3.0,2,1,1,2,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
2,4,0.1295,0.1,0.55,1.27,0.25,2.03,0.21,-0.2,10,11,0.31,-0.19,-0.9,-1.11,4.0,2,2,2,2,4,4,3,4,1,1,1,1,3,3,2.0,1,1,1,1,0,1
4,4,1.1569,1.62,1.25,0.71,0.25,0.16,0.21,0.96,10,10,0.76,-0.6,-1.38,-1.11,3.5,1,2,1,1,1,4,1,3,1,1,1,1,1,4,3.0,1,1,1,1,0,1
1,3,0.5811,1.34,0.12,-0.33,-0.48,1.59,0.27,1.01,2,2,-0.58,-1.09,-1.85,-1.11,2.5,2,1,1,1,3,4,2,3,1,1,1,1,1,1,2.0,2,1,1,4,1,0
5,0,0.7814,0.66,0.86,0.66,-0.46,0.56,1.59,-1.79,11,6,-0.5,1.56,1.15,1.1,2.5,3,3,3,3,3,4,4,4,1,2,1,1,2,2,2.0,1,1,1,1,0,0
2,2,-0.4522,0.55,0.19,1.69,0.25,0.16,-0.39,1.01,2,11,0.74,-0.89,-0.9,-0.68,1.5,2,1,1,1,4,3,3,4,1,2,1,1,2,3,4.0,2,1,1,2,0,1
5,4,1.1901,0.1,0.93,-0.47,-0.46,0.16,0.49,1.01,8,10,-0.05,-0.8,-0.08,0.74,3.0,2,1,1,1,4,4,4,4,1,1,1,1,1,1,3.0,1,1,1,1,0,1
5,4,1.2984,-0.17,-0.64,1.27,-0.05,1.71,0.78,1.39,10,10,-0.66,0.81,-0.56,0.0,3.5,1,1,1,1,4,3,4,4,1,1,1,1,2,2,2.0,2,1,1,1,0,1
3,0,0.2213,1.34,0.66,-0.89,0.99,-0.21,1.26,0.52,10,6,-0.3,-1.38,-1.38,-0.75,3.5,2,1,2,1,4,3,2,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
2,0,-0.1431,-1.24,-0.34,0.71,1.1,0.99,1.59,1.01,6,10,1.21,1.09,-0.02,0.15,3.5,2,1,1,1,4,4,2,3,1,1,1,1,2,1,3.0,1,1,1,1,0,1
2,1,-0.7194,-0.56,0.19,1.69,0.25,0.04,-1.06,-0.5,11,10,-0.01,0.03,0.61,0.59,4.0,2,2,2,3,3,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,0,-1.5209,0.1,1.22,0.52,-0.16,0.56,0.3,-1.14,11,11,-0.39,-0.8,-1.03,-0.23,1.5,4,2,3,1,2,3,3,3,1,1,1,1,2,2,2.0,2,2,1,2,0,0
4,4,1.0579,-0.29,0.19,-0.47,0.25,-0.28,0.49,-0.81,8,6,-0.68,0.88,1.15,1.1,2.5,2,3,3,1,4,3,4,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,4,-0.0552,1.62,1.72,0.28,-0.46,-2.15,-1.19,-1.54,11,10,-0.14,-0.8,-1.38,-0.76,2.0,3,4,1,4,3,2,4,3,2,1,2,1,1,1,1.0,2,2,1,2,0,1
2,2,-0.6592,0.95,-0.18,0.1,0.25,-0.58,-0.14,0.63,6,4,-0.07,-0.51,1.02,0.2,2.5,3,1,1,1,3,3,3,3,1,1,1,1,1,1,2.0,1,2,2,1,0,0
3,0,0.4419,-0.29,0.49,0.71,-0.89,0.5,1.23,-0.58,4,6,0.56,1.27,1.15,1.1,2.0,3,2,2,2,4,4,4,4,2,2,1,1,1,1,3.0,1,1,1,1,0,1
4,4,0.6371,0.51,-1.26,-1.37,-0.49,-0.66,-0.39,0.63,11,10,-0.97,-0.81,-0.9,-0.16,4.0,3,1,1,1,3,4,2,3,1,2,1,1,1,2,3.0,1,1,1,1,0,1
1,1,-1.3972,-0.97,-0.29,-3.1,-0.89,0.16,0.05,-1.79,2,11,-3.72,-4.92,0.42,-1.6,0.5,3,3,3,3,2,1,1,1,1,1,1,2,2,2,2.0,2,1,4,4,1,0
7,7,2.5668,0.1,-1.68,0.1,1.83,0.49,0.7,0.21,8,8,0.64,0.44,-0.78,0.4,3.0,3,2,1,1,3,3,4,2,1,1,1,1,1,1,3.0,1,1,1,1,0,1
2,1,-0.1515,0.1,0.14,-0.28,0.25,-0.28,-0.14,-0.7,8,8,-1.59,-0.25,1.15,1.1,3.5,3,3,2,1,3,2,2,4,1,1,1,1,1,2,2.0,1,1,1,1,0,1
5,4,1.0671,0.1,0.19,-0.28,-0.46,-1.05,-0.34,0.6,11,11,-0.95,1.56,1.15,1.1,2.5,1,1,2,2,3,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,0
4,3,0.7564,0.38,0.49,0.84,-0.05,0.15,1.23,0.33,10,10,0.36,-0.31,-1.38,-1.11,3.5,3,1,1,2,3,4,2,4,1,1,1,1,2,2,3.0,1,1,2,1,0,1
4,2,0.1753,0.1,0.55,-0.33,-1.32,-1.77,-0.64,1.01,5,6,0.71,-1.58,-0.33,0.59,3.5,2,1,1,1,3,3,3,3,1,2,1,1,1,2,2.0,1,1,1,1,0,1
3,2,-0.2807,1.62,1.72,-3.1,-1.74,-2.26,-0.29,1.01,11,6,0.7,0.58,1.02,0.8,3.0,2,1,1,1,2,3,4,1,1,1,1,1,1,1,1.0,2,1,1,1,0,0
1,2,-0.8408,-0.17,-0.18,0.1,0.25,0.5,-0.39,-0.32,10,6,0.17,1.56,1.15,1.1,3.0,2,3,2,1,3,3,3,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
3,2,0.2592,1.62,-0.09,0.1,-0.49,0.16,1.23,-0.28,11,6,0.93,0.09,1.15,1.1,2.5,3,2,2,1,4,4,3,4,1,1,1,1,2,2,2.0,1,1,1,1,0,0
2,2,-0.3465,0.39,0.51,1.69,1.22,1.71,1.59,1.01,11,4,-0.07,0.75,1.15,1.1,2.5,2,1,1,1,4,4,4,4,1,1,1,1,4,1,1.0,1,2,1,2,0,0
2,7,0.9564,-0.17,-1.01,0.1,-0.46,0.16,-0.04,0.23,8,10,0.39,1.07,0.08,-0.52,4.0,2,1,2,2,4,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
4,4,0.5381,0.1,0.93,0.1,-0.48,0.49,0.16,-0.2,10,6,0.64,0.51,0.33,1.1,2.5,2,2,2,2,3,3,3,3,1,1,1,1,3,3,5.0,1,1,1,1,0,1
0,2,-0.3596,1.62,0.49,1.69,0.25,1.38,-1.87,-1.83,8,4,0.31,0.17,0.55,1.1,1.0,2,4,3,3,4,2,1,4,2,2,1,1,2,2,2.0,1,3,2,1,1,0
2,0,-0.7901,1.62,0.12,0.71,0.25,1.38,-0.83,0.33,4,8,-0.38,0.15,1.15,-0.01,2.5,3,1,1,2,4,4,3,2,1,2,1,1,1,1,1.0,1,1,1,1,0,0
2,7,0.6712,0.1,0.86,0.71,0.25,1.7,-0.04,-0.2,8,10,-0.06,-0.19,-1.38,0.11,4.0,2,2,2,2,4,4,4,4,1,1,1,1,2,1,1.0,1,1,1,1,0,1
2,2,-0.8429,0.1,0.17,0.1,0.25,0.5,-0.39,1.01,2,2,0.24,-1.09,-0.33,-1.66,3.0,2,1,1,1,3,3,3,3,1,1,1,1,2,2,2.0,1,2,1,1,0,1
4,2,-0.1804,0.1,-0.24,1.27,0.25,0.16,0.45,-0.2,11,10,-0.41,-0.6,-1.38,-1.11,4.0,2,2,2,2,4,4,4,3,1,2,1,1,1,1,1.0,1,1,1,1,0,1
3,0,-0.6054,0.1,1.69,0.1,0.69,-0.62,-0.73,0.23,10,8,-2.12,-0.6,-1.38,-0.59,2.0,2,1,2,2,4,4,4,4,1,1,1,1,1,1,2.0,1,2,1,2,1,0
4,2,0.6487,0.27,0.14,-3.1,0.25,-1.89,1.59,1.39,8,11,1.22,1.56,1.15,1.1,3.0,1,1,1,1,4,4,4,4,1,1,1,1,1,6,4.0,1,1,1,1,0,1
2,0,-0.4542,-0.73,-0.96,0.84,-2.05,-0.14,-1.25,-2.48,2,2,-1.74,-0.81,-0.56,-0.82,1.5,4,4,4,1,4,2,3,3,2,2,1,1,1,1,1.0,1,4,1,1,0,0
4,4,1.2666,1.62,1.71,-0.28,-0.46,-1.05,-0.1,1.39,8,8,-1.83,0.11,0.68,0.0,4.0,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,2,-0.1236,0.49,0.12,0.71,0.25,0.54,1.0,-1.3,2,6,-0.72,0.81,0.45,0.95,1.5,4,3,2,3,2,3,3,3,2,2,1,1,1,1,2.0,1,1,1,2,0,1
1,1,-1.355,0.77,0.66,0.71,0.25,0.16,-0.06,-0.01,4,10,-0.52,-0.45,-0.33,-0.31,3.0,1,2,3,1,2,3,2,3,1,2,1,1,1,1,2.0,1,2,1,1,0,1
2,3,-0.0128,0.1,0.49,-1.5,-0.9,-0.67,-0.64,0.23,11,6,-0.76,-0.8,-0.33,-0.68,3.0,2,1,2,2,3,3,3,3,1,2,1,1,1,1,1.0,1,1,1,2,1,0
3,5,0.8156,-1.41,-0.54,-0.89,-0.48,0.16,-0.64,-0.58,6,8,-1.23,0.23,1.15,1.1,4.0,3,2,2,2,3,3,3,3,1,2,1,1,1,1,2.0,1,1,1,1,0,1
2,2,0.0621,0.49,1.34,-0.33,1.1,1.32,0.78,1.01,10,8,-0.69,1.56,1.15,1.1,3.5,2,1,1,1,4,4,3,4,1,1,1,1,1,2,3.0,1,1,1,1,0,1
4,2,0.4193,0.1,-0.66,0.1,-0.46,0.87,-0.04,0.63,6,6,-0.81,-1.09,-0.56,0.43,3.0,3,1,1,1,1,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
3,3,0.405,-0.17,0.19,0.1,-0.05,0.16,-0.39,0.23,6,4,0.37,0.23,-0.15,-0.55,2.0,2,1,2,2,4,3,3,3,1,2,1,1,1,1,1.0,1,2,1,2,1,1
4,4,0.9774,0.1,0.01,-0.33,-0.46,0.16,1.1,0.63,8,11,-0.66,-0.6,0.68,-1.11,3.0,3,1,1,1,4,4,3,3,1,1,1,1,2,1,1.0,1,1,1,1,0,1
7,5,1.613,-0.15,-1.21,0.84,-0.61,-0.23,-0.54,0.96,10,10,0.39,1.09,1.15,1.1,2.5,1,2,1,1,2,4,4,3,1,2,1,1,2,1,1.0,1,1,1,1,0,1
4,3,0.5737,-0.69,-0.54,-0.89,-0.05,0.16,-0.39,1.39,6,6,-0.32,-0.6,-1.38,-1.11,3.0,1,1,1,1,4,3,3,3,1,1,1,1,1,1,2.0,1,2,1,1,0,1
2,2,-0.2302,0.78,0.85,-0.94,0.25,1.25,-0.24,0.48,4,3,0.1,-0.32,0.14,0.35,2.5,1,2,2,1,3,4,2,3,1,1,1,1,2,2,3.0,1,3,1,4,0,1
4,2,0.2863,-1.41,-0.48,0.23,-0.91,-1.05,-0.29,-0.62,6,6,-0.27,0.52,-0.96,-0.61,3.5,2,3,2,2,3,3,3,2,2,2,1,2,1,1,2.0,1,1,1,1,0,0
2,1,-0.8472,0.1,0.19,0.28,0.25,1.38,-2.62,-0.05,8,2,0.61,-2.2,-1.38,-1.11,1.5,2,2,2,2,4,4,1,4,1,2,1,1,1,1,2.0,2,2,1,1,0,0
5,2,1.3025,1.62,-0.11,-0.89,0.25,0.16,-0.04,1.39,11,8,-2.33,-4.92,-1.5,-1.25,4.0,1,1,1,1,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
4,4,0.7006,0.95,0.85,0.66,1.12,0.93,0.52,0.71,10,10,-1.69,-0.94,-1.02,-2.45,3.5,2,1,1,2,3,3,3,4,1,1,1,1,1,2,3.0,1,1,1,1,0,1
1,2,-0.89,-0.17,0.19,0.71,-0.46,0.16,-0.39,0.71,2,4,-1.26,-0.8,-0.96,-1.25,3.5,2,1,1,2,2,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
7,7,2.5308,0.1,0.87,0.1,0.69,0.49,1.26,0.04,10,10,0.17,0.33,-0.09,0.08,4.0,2,1,3,1,4,4,3,3,1,1,1,1,1,1,3.0,1,1,1,1,0,1
4,4,0.6885,0.51,1.71,-0.33,-0.16,-1.38,0.16,-0.09,6,7,-0.41,-0.32,-0.49,0.15,3.5,3,2,1,2,3,4,3,3,2,2,1,1,2,1,1.0,1,1,2,1,0,0
3,2,-0.1239,-0.17,0.19,0.23,-0.05,0.16,1.59,-2.48,10,6,-0.05,-0.11,-0.26,1.1,3.0,4,4,4,1,1,3,3,3,1,1,1,2,1,1,2.0,1,2,1,1,0,1
5,4,1.2185,0.1,-1.01,0.1,0.25,0.82,-0.04,0.59,8,8,-1.6,0.08,0.45,0.18,4.0,2,2,1,1,3,3,3,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,2,0.4753,0.1,-0.29,0.1,-2.91,-0.61,0.73,-0.2,8,10,1.27,0.03,-0.68,0.54,3.5,2,2,2,2,2,4,3,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
0,2,-0.0364,-1.14,-0.29,-0.33,-0.05,0.49,-0.73,-1.02,2,2,-1.48,-0.51,-0.08,1.1,1.5,4,1,3,2,3,3,2,2,1,2,1,2,1,1,1.0,2,1,1,1,0,0
0,4,-0.17,1.62,-1.03,1.27,-0.49,-0.17,-0.59,1.39,10,8,-0.23,-0.26,0.74,-1.25,3.5,1,1,1,1,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
1,0,-1.4415,-0.97,-0.29,0.1,-0.89,0.16,-1.08,-0.28,2,11,0.25,-1.09,-1.5,-1.11,2.0,3,2,2,1,3,3,3,4,1,1,1,1,1,1,1.0,2,1,1,2,1,0
4,4,1.6049,1.62,0.57,-0.33,0.25,0.16,0.45,1.39,10,10,-0.69,1.56,1.15,1.1,4.0,1,1,1,1,3,3,3,3,1,1,1,1,1,2,3.0,1,1,1,1,1,1
2,4,0.7438,0.55,0.57,-0.33,0.25,0.16,0.98,-0.64,8,8,-0.03,1.56,1.15,1.1,3.0,3,1,3,2,3,4,3,3,1,2,1,1,2,1,2.0,1,1,1,1,0,1
4,4,0.8092,0.1,-0.18,-1.37,-0.16,-1.05,-0.39,0.59,6,10,-0.4,1.56,1.15,-0.45,2.0,2,2,1,1,3,2,2,3,1,1,1,1,1,1,1.0,1,1,1,3,0,1
2,2,-0.1465,0.1,-0.16,-0.89,0.56,0.54,1.34,-0.44,4,8,0.14,0.03,0.61,0.69,2.0,2,3,1,3,4,3,4,3,1,1,1,1,1,1,1.0,1,1,2,1,1,0
2,2,-0.3332,-0.56,-0.64,-0.47,-0.48,-0.28,-0.39,-1.81,11,4,0.36,-0.8,-1.38,-1.11,2.5,4,4,2,2,2,3,3,3,2,1,1,1,1,1,1.0,1,1,1,1,0,0
3,5,0.1684,-1.41,-0.16,-0.89,-0.9,0.16,1.59,1.01,2,4,1.25,0.58,0.26,0.54,2.5,2,1,1,1,3,3,3,3,1,1,1,1,3,2,5.0,1,1,1,1,0,1
1,0,-1.3329,-0.29,-0.16,-1.5,-0.48,-1.77,1.1,0.25,2,10,-0.33,0.03,1.15,-0.59,1.5,4,1,1,1,1,4,4,1,1,1,1,2,2,2,1.0,1,1,1,1,0,1
