X1MOMEDU,X1DADEDU,X1SES,X1MTHEFF,X1MTHINT,X1SCIUTI,X1SCIEFF,X1SCIINT,X1SCHOOLBEL,X1SCHOOLENG,X1STUEDEXPCT,X1PAREDEXPCT,X1SCHOOLCLI,X1COUPERTEA,X1COUPERCOU,X1COUPERPRI,X3TGPA9TH,S1NOHWDN,S1NOPAPER,S1NOBOOKS,S1LATE,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,S1FRNDGRADES,S1FRNDSCHOOL,S1FRNDCLASS,S1FRNDCLG,S1HRMHOMEWK,S1HRSHOMEWK,S1HROTHHOMWK,S1SUREHSGRAD,P1BEHAVE,P1ATTEND,P1PERFORM,X4EVERDROP,X4PSENRSTLV
2,7,0.8071,-1.29,0.87,-0.33,-1.2,0.56,-0.39,-0.32,8,6,-1.55,0.44,-0.08,-0.53,4.0,2,3,2,1,4,3,3,3,1,1,1,1,1,4,3.0,1,1,1,1,0,1
5,5,1.48,0.1,0.19,-0.89,0.69,-0.23,-0.39,1.39,8,8,-0.57,-0.8,-1.38,-1.11,4.0,1,1,1,1,3,3,3,3,1,1,1,1,3,1,2.0,1,1,1,1,0,1
7,7,2.2037,-0.17,-0.96,0.28,-0.07,0.56,1.0,0.1,10,10,0.25,0.81,1.15,0.95,3.0,2,2,2,1,4,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
3,5,1.152,-0.97,-0.36,0.84,-0.05,-0.63,-0.12,0.29,8,8,0.53,0.87,1.15,1.1,3.0,2,2,1,2,4,4,3,3,1,1,1,1,2,3,4.0,1,1,1,1,0,1
7,7,2.3867,0.1,0.55,0.1,0.69,0.16,-0.64,1.39,11,8,-0.81,-1.09,-0.56,0.43,4.0,1,1,1,1,3,3,3,3,1,1,1,1,2,2,3.0,1,1,1,1,0,1
2,1,-0.8879,0.1,-0.48,-3.1,-0.9,-1.82,-0.94,1.01,6,8,-3.64,-0.54,-1.38,-1.11,3.0,2,1,1,1,4,2,2,3,1,1,1,1,3,2,2.0,1,1,1,1,0,0
4,4,0.8485,0.68,0.57,0.1,-1.2,-0.28,-0.73,1.39,6,8,-1.27,1.07,1.15,1.1,3.5,1,1,1,1,3,3,4,3,1,1,2,1,2,3,2.0,1,1,1,1,0,1
3,1,-1.0112,-0.17,-0.24,-0.89,0.25,0.15,-0.98,0.29,2,2,0.47,-0.34,-0.21,-1.66,1.0,2,2,1,2,4,4,4,3,1,1,1,1,2,2,2.0,1,2,2,1,0,1
4,7,1.4985,1.62,1.05,-0.47,1.83,0.54,-0.04,0.71,10,10,-2.0,0.23,-0.9,-0.76,3.5,2,1,1,2,1,4,4,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,2,0.726,-0.75,-0.29,-0.89,0.68,0.16,-0.24,0.63,8,6,-0.32,-0.8,-0.33,-1.11,2.5,3,1,1,1,2,2,2,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,1,-0.7197,0.1,1.71,1.27,0.25,0.21,0.68,0.59,8,6,-1.08,0.23,0.2,1.1,2.5,2,2,1,1,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
2,0,-0.3394,-0.58,-1.01,-0.89,0.25,-0.6,-0.04,1.01,2,8,-0.15,1.07,0.74,0.69,3.0,2,1,1,1,3,3,2,2,1,2,1,1,3,2,3.0,1,1,1,1,0,0
2,2,-0.2562,-1.29,-1.63,-1.5,-1.33,-1.82,-0.47,-0.8,6,8,-0.69,0.88,1.02,0.95,2.0,2,2,2,4,1,1,1,1,1,2,1,1,1,1,1.0,1,1,1,1,0,1
2,4,0.7014,0.1,1.05,-0.47,-0.16,0.54,1.0,0.71,8,10,1.25,0.03,0.34,1.1,3.5,2,1,1,2,4,4,4,4,1,1,1,1,1,2,3.0,1,2,1,1,0,1
2,2,0.1548,0.1,0.22,0.71,-2.91,-2.59,-0.41,-0.58,6,6,0.66,0.78,-0.23,0.38,2.5,3,2,2,2,3,3,4,1,1,2,1,1,1,1,1.0,1,1,1,1,0,0
4,4,1.0178,-0.17,-0.3,-0.33,-0.48,-0.23,0.45,0.52,8,6,0.23,-1.09,0.01,0.4,2.5,2,1,2,1,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,2,0,1
3,1,-0.8411,0.1,0.19,-3.1,-0.48,-0.28,-0.89,-0.39,11,2,-0.39,0.02,0.26,0.54,1.0,3,2,1,3,3,3,2,2,1,1,1,1,1,1,1.0,1,1,3,1,1,0
4,4,1.2816,0.1,0.49,0.52,-0.48,-0.17,0.45,0.71,6,6,0.56,-0.51,0.34,1.1,3.5,2,1,1,2,4,3,3,3,1,1,1,1,1,3,3.0,1,2,1,1,0,1
1,1,-1.2698,-0.17,0.19,0.15,1.1,-0.58,-0.02,0.71,6,2,-3.19,-0.33,1.15,1.1,2.5,2,1,1,2,1,3,1,3,2,2,1,2,3,3,3.0,1,2,2,1,0,1
4,4,1.1594,-0.58,-1.81,0.66,1.42,-0.67,1.0,0.59,10,6,1.51,0.36,0.68,1.1,3.0,2,2,1,1,4,4,4,4,1,1,1,1,2,1,3.0,1,1,1,1,0,1
5,0,0.4344,1.62,-0.73,0.84,1.42,2.03,1.0,0.96,10,8,-0.69,1.36,1.15,1.1,3.5,1,2,1,1,3,4,3,2,1,1,1,1,3,4,4.0,1,1,1,1,0,1
4,5,0.6889,-1.02,-0.27,0.1,0.25,0.54,0.3,-0.83,10,8,-0.79,-1.09,-2.13,-1.25,2.5,3,1,4,1,4,4,4,4,1,1,1,1,1,1,3.0,1,1,1,1,0,1
0,2,0.4518,-0.29,-0.18,-1.5,1.09,-0.23,-0.64,0.71,6,6,0.44,0.78,1.15,1.1,3.5,2,1,1,2,3,3,4,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
3,4,0.45,-0.17,1.34,-0.33,0.25,1.31,1.59,0.59,2,8,-0.74,0.62,-0.27,0.0,2.5,2,2,1,1,4,4,4,3,1,1,1,1,2,2,2.0,1,2,1,2,0,1
4,4,1.2962,-1.24,-0.39,-1.45,0.13,-1.37,-1.67,-0.28,11,6,0.45,0.85,1.15,1.1,1.5,3,2,2,1,3,4,4,4,1,1,1,1,1,1,1.0,1,1,1,2,0,1
4,3,1.0087,-0.29,-1.86,0.66,0.25,-0.6,-0.98,-1.26,11,6,-1.46,-0.25,-0.33,-0.31,3.5,4,2,2,3,3,3,4,2,1,2,1,2,2,2,1.0,1,1,1,1,0,0
3,3,0.9062,-2.51,-0.11,-1.27,-2.08,-0.58,-0.16,1.01,11,6,-0.36,1.27,1.15,1.1,2.5,2,1,1,1,3,3,3,3,2,2,1,1,1,1,1.0,1,1,1,1,0,0
3,3,0.4005,1.34,1.34,1.27,1.53,0.93,0.55,1.39,4,6,-2.87,-2.96,-0.9,-0.75,4.0,1,1,1,1,4,4,3,4,1,1,1,1,1,2,1.0,1,1,1,1,0,1
0,2,-0.874,0.1,0.87,0.1,0.25,0.16,1.59,0.96,8,4,0.48,-1.51,-1.38,-1.11,2.5,1,2,1,1,4,4,3,4,1,1,1,1,2,1,2.0,1,2,1,1,0,0
5,4,0.8812,1.62,-0.48,0.71,1.83,0.87,1.59,1.39,10,10,0.56,0.95,0.45,-0.25,3.5,1,1,1,1,3,3,4,3,1,1,1,1,2,2,1.0,1,2,1,1,0,1
2,0,-0.8455,-0.95,-0.48,-0.33,-0.05,0.86,-0.21,-1.24,11,2,-1.36,-0.05,-0.08,0.75,0.25,3,4,1,3,4,3,4,3,1,2,1,1,1,1,1.0,2,4,4,4,1,0
3,0,-0.6755,-0.85,-0.56,0.57,-2.91,-2.59,-1.57,-0.23,6,8,0.39,0.81,-0.15,0.0,2.5,4,1,2,1,3,4,2,3,1,2,1,1,1,2,1.0,1,1,1,2,0,1
4,2,-0.1739,-1.02,0.49,-0.33,-1.63,-1.0,0.65,0.71,11,6,0.44,-1.9,-1.92,-1.54,3.0,2,1,1,2,1,3,4,3,1,1,1,1,2,1,2.0,1,1,1,2,0,1
5,5,1.6251,0.82,0.86,0.1,0.25,0.86,1.34,-0.32,11,8,1.09,-0.25,-0.21,-0.16,2.0,2,3,2,1,3,4,4,4,1,1,1,1,2,1,2.0,2,2,1,1,0,1
4,0,-0.0996,-1.14,-1.33,-0.89,-1.33,-1.44,-1.13,0.59,11,2,-2.24,-0.39,-0.9,0.08,2.0,2,2,1,1,3,3,3,3,1,2,1,1,1,1,1.0,2,1,1,4,0,0
2,3,-0.0903,-1.41,-1.49,0.1,1.83,1.38,-0.32,-0.26,2,2,-0.34,1.09,1.02,1.1,1.5,3,1,1,4,4,4,4,4,1,2,2,1,1,3,3.0,2,3,1,4,1,0
7,7,2.5668,0.78,1.72,-0.33,0.81,-1.4,0.65,-0.44,10,10,0.08,-0.33,0.74,0.69,3.0,2,3,1,3,2,4,4,4,2,2,1,1,2,2,1.0,1,1,1,1,0,1
0,1,-1.0449,1.21,2.08,1.27,1.83,1.7,1.26,0.79,10,10,0.69,0.81,-0.15,-0.35,4.0,1,1,1,3,4,4,4,4,2,2,1,1,2,1,1.0,1,1,1,1,0,1
3,2,-0.4525,0.1,0.29,0.84,-0.05,0.54,0.98,1.01,11,11,-1.32,1.09,-0.15,0.0,2.5,2,1,1,1,2,3,4,3,1,1,1,1,1,1,1.0,1,1,1,1,0,0
2,3,0.1542,-0.17,-0.96,0.1,-1.34,-1.4,-0.04,-0.09,8,2,0.56,0.58,0.42,0.95,3.0,3,2,1,2,2,3,3,1,1,2,1,1,2,2,2.0,1,2,1,4,0,0
2,2,-0.2355,0.1,0.57,0.1,-0.18,0.16,0.78,-0.14,8,8,1.1,0.62,0.55,1.1,2.0,2,3,1,2,3,3,3,4,1,1,1,1,2,2,2.0,1,1,1,1,0,0
2,2,-0.1915,1.62,-1.01,-0.33,0.25,0.93,0.21,1.01,8,8,-0.05,-1.09,0.26,1.1,4.0,2,1,1,1,3,4,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
1,1,-1.0556,-2.92,-2.16,0.84,-2.06,0.56,-2.1,-2.95,2,11,0.01,-1.29,-2.07,-0.75,1.0,4,3,4,4,4,2,1,2,2,2,1,1,1,1,1.0,1,2,2,2,0,1
2,2,-0.4438,0.1,0.19,-0.33,-0.48,-0.23,-0.39,0.54,4,11,-0.48,-0.25,0.61,0.54,3.0,1,3,1,1,3,3,3,3,1,1,1,1,3,3,4.0,1,1,1,1,0,1
3,3,-0.0922,0.1,-2.11,0.1,0.25,0.16,-0.64,0.71,4,6,-0.06,-0.19,-1.38,0.11,3.0,2,1,1,2,3,3,3,4,1,1,1,1,3,2,3.0,2,2,1,1,0,0
5,2,0.8026,0.1,-0.96,0.1,-0.05,0.49,-0.73,-1.06,4,8,0.08,-0.04,0.14,0.52,3.0,3,2,3,2,3,3,2,3,1,2,1,1,2,2,2.0,1,1,1,1,0,1
3,2,0.6546,-0.17,0.19,-0.33,-1.33,-1.05,0.98,0.52,11,10,0.32,-1.92,-1.38,-1.11,3.5,2,1,2,1,3,4,4,3,1,2,1,1,1,1,2.0,1,1,1,1,0,1
1,3,0.0745,0.1,-0.96,-0.47,0.25,0.16,-1.53,-1.05,11,11,0.1,-0.32,-0.96,0.35,3.0,2,4,2,2,3,3,3,3,2,2,1,1,1,1,1.0,1,1,1,1,0,1
5,4,1.0829,-1.82,-1.68,-1.88,-1.33,-1.07,-0.62,-1.0,6,6,-1.76,-0.6,-0.08,-0.52,2.5,3,3,2,2,3,3,3,3,2,2,1,1,1,1,1.0,1,2,1,1,0,0
7,2,0.1339,-0.58,-0.66,-0.89,-0.59,-1.05,-1.33,-0.06,11,8,-0.78,-0.8,-1.38,-0.5,3.5,1,3,1,3,3,3,3,3,1,2,1,1,1,1,2.0,1,1,1,1,0,1
2,2,-0.5408,-1.68,-0.16,1.13,-0.48,-0.66,-2.34,-1.24,6,6,-1.09,-0.62,-1.32,0.95,1.0,3,1,3,4,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,0
2,0,-0.3554,-0.17,1.6,1.27,0.25,0.49,0.77,1.01,10,2,-0.14,-0.8,-1.38,-0.76,2.5,2,1,1,1,4,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,0
3,0,0.2008,-0.34,-1.31,-0.47,0.25,1.38,-2.49,0.21,4,4,-0.15,1.07,0.74,0.69,1.5,3,2,1,1,3,3,4,3,1,1,1,1,1,2,4.0,1,1,1,2,0,1
2,2,-0.0197,0.1,-0.34,1.69,0.25,1.19,1.59,1.39,10,8,1.16,0.8,-1.38,-0.1,4.0,1,1,1,1,4,4,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
3,0,0.5794,0.1,1.25,-0.89,-0.59,-1.84,0.9,0.14,6,8,-0.69,-0.8,-0.62,0.0,3.5,3,1,2,1,4,4,3,4,1,1,1,1,1,1,1.0,1,1,3,1,0,1
4,4,0.0337,0.51,0.49,0.71,0.68,-1.0,0.7,0.18,11,10,0.47,1.09,1.15,0.0,4.0,1,2,2,2,4,4,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
5,5,1.7061,-0.17,-0.36,-0.33,-0.05,-1.0,-0.04,0.71,4,8,-0.13,0.4,1.15,1.1,3.5,2,1,1,2,3,3,2,3,1,1,1,1,2,1,1.0,1,2,1,1,0,1
4,4,1.3397,1.34,0.19,1.27,1.83,2.03,1.34,1.01,6,6,-0.23,-0.03,0.61,0.2,3.5,2,1,1,1,4,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
2,0,-1.2803,-1.41,-1.38,0.28,-2.49,1.34,-0.34,-1.62,11,4,1.51,0.05,0.81,1.1,2.0,4,1,3,4,3,2,2,1,2,2,2,2,1,1,1.0,1,1,1,1,1,0
5,5,1.5454,0.1,0.19,0.71,-0.17,0.16,0.21,0.71,8,10,1.53,-4.09,1.15,1.1,4.0,2,1,1,2,4,4,3,4,1,1,1,1,1,1,3.0,1,1,1,1,0,1
5,5,1.5153,0.1,-0.18,0.1,0.25,-0.21,-0.04,1.01,11,11,1.25,0.53,0.68,0.67,2.5,2,1,1,1,4,4,4,4,1,1,1,1,2,2,3.0,1,2,1,2,0,0
2,3,0.0153,0.1,0.12,0.1,0.25,0.54,1.0,1.39,6,8,-1.19,1.07,1.15,1.1,2.0,1,1,1,1,4,4,4,4,1,1,1,1,2,2,1.0,1,2,1,1,0,1
2,3,-0.1239,1.34,1.69,-0.89,-1.02,-0.95,1.09,-1.49,11,2,-2.33,0.66,0.26,0.95,1.0,3,3,3,2,1,3,3,3,1,1,1,1,2,2,2.0,2,1,1,1,0,0
2,0,-0.7751,-0.56,0.49,-1.03,-0.48,-0.62,-1.06,-0.07,2,2,0.39,-0.8,-0.36,-0.75,2.5,2,1,2,3,3,3,4,4,2,2,1,1,1,1,1.0,1,1,1,1,0,0
5,4,0.4501,-1.41,-2.16,-0.33,-1.33,-2.26,-0.98,-2.17,11,6,-3.13,0.31,0.89,0.59,1.5,4,3,3,3,4,3,3,3,1,1,1,1,1,1,1.0,2,2,2,1,0,1
3,2,-0.5493,1.62,2.08,1.27,1.4,1.7,1.34,-0.58,10,10,-0.69,-0.8,-0.62,0.0,3.5,3,2,2,2,4,3,3,3,1,1,1,1,1,1,1.0,1,3,1,1,0,0
3,2,0.1505,-0.3,-0.18,1.27,1.83,0.93,-0.14,0.41,8,8,0.53,-0.6,-0.9,-1.11,2.5,2,1,1,3,4,3,3,1,1,1,1,1,1,1,1.0,1,4,1,2,0,0
2,1,-1.248,0.1,0.57,1.27,1.83,1.38,1.59,0.63,11,10,0.36,-0.6,-1.38,-0.76,2.0,3,1,1,2,4,3,3,4,1,2,1,1,2,1,2.0,2,2,4,1,1,1
4,4,-0.0522,-0.17,1.05,0.23,1.83,-0.62,-0.73,-0.69,6,10,-2.0,0.23,-0.9,-0.76,2.5,3,2,1,4,2,3,3,3,1,1,1,1,2,1,1.0,1,1,1,1,0,1
5,2,-0.0262,0.1,0.85,1.69,1.83,2.03,1.59,-0.2,10,11,-1.23,1.56,1.15,1.1,3.0,2,2,2,2,4,4,4,4,1,1,1,1,6,6,6.0,1,1,1,1,0,1
1,1,-0.9438,0.1,0.01,1.27,0.25,0.61,1.0,0.71,6,6,-1.25,-1.24,-1.5,-0.75,2.5,2,1,1,2,4,4,3,4,1,1,1,1,2,2,2.0,1,1,2,1,0,0
4,4,1.3314,0.77,0.85,-0.89,0.68,0.93,1.26,0.29,9,6,-0.32,0.23,0.81,0.74,4.0,2,2,1,2,3,3,3,3,2,1,1,1,1,1,2.0,1,1,1,1,0,1
2,0,-0.428,-0.83,-1.21,1.08,-1.22,-1.37,0.98,0.71,11,2,-0.22,-0.52,-0.96,0.01,2.5,2,1,1,2,2,3,1,3,1,1,1,1,1,1,2.0,1,2,2,3,0,0
1,1,-1.0283,-0.39,-1.13,0.66,0.69,-0.67,-0.22,-0.2,10,10,0.38,0.78,0.39,0.54,2.0,2,2,2,2,3,3,3,4,1,2,1,1,1,1,1.0,1,1,1,1,0,0
1,1,-1.0215,1.34,1.72,0.71,-0.9,0.21,-0.1,1.39,10,10,-0.89,0.11,0.61,1.1,2.5,1,1,1,1,1,3,3,4,1,1,1,1,1,2,1.0,1,1,1,1,0,1
2,2,-0.3394,0.1,0.55,-0.76,0.25,-1.89,-0.04,1.01,11,10,-1.12,-1.7,0.29,1.1,1.0,2,1,1,1,4,3,2,4,1,2,1,1,1,1,1.0,2,1,1,1,0,1
2,2,-1.0157,-0.58,-0.16,-0.89,-0.05,0.54,-0.37,0.59,2,4,-0.62,0.03,1.02,0.4,3.0,2,2,1,1,3,3,2,3,2,2,1,2,1,1,1.0,2,1,1,1,1,0
3,0,-0.8696,-0.3,-0.96,0.1,-0.46,-0.21,-0.92,1.01,10,11,-1.05,-0.17,-1.38,1.1,1.0,2,1,1,1,3,3,3,2,1,1,1,1,1,1,2.0,2,2,2,1,0,1
4,7,1.6014,-1.37,-0.66,1.69,1.83,0.54,0.15,0.71,11,6,-0.6,-0.25,0.2,0.54,2.0,2,1,1,2,3,3,3,4,1,1,1,1,2,1,3.0,1,1,1,1,0,1
2,0,-0.7751,0.38,0.49,0.15,-0.46,0.54,-0.29,0.59,8,6,-0.47,-1.37,-0.27,-1.11,1.5,2,2,1,1,2,4,3,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
2,2,-0.7928,-2.51,-1.31,1.27,1.83,0.54,-0.37,1.01,4,6,0.17,-0.33,0.26,-0.68,2.5,2,1,1,1,3,3,3,4,1,2,1,1,3,2,2.0,2,1,1,1,0,0
1,1,-1.3743,1.62,0.49,0.1,-0.59,-0.67,1.59,1.01,6,6,0.19,1.36,1.15,1.1,2.5,2,1,1,1,3,4,2,4,1,1,1,1,1,1,2.0,1,2,1,2,0,1
4,4,0.944,1.62,2.08,0.28,0.25,-0.23,1.59,1.01,10,6,-2.35,-0.09,0.55,-1.11,3.0,2,1,1,1,4,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,0
4,0,0.3202,-2.92,-1.56,-1.42,0.25,0.49,-2.34,-0.26,2,8,-0.7,0.23,0.26,-0.33,2.5,2,4,1,1,1,3,4,1,1,1,1,1,1,2,3.0,2,1,1,2,0,1
3,3,0.2282,0.1,-0.64,-0.33,-0.59,-0.28,0.45,0.71,10,10,0.56,-0.51,0.34,1.1,4.0,2,1,1,2,4,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
3,2,-0.4089,1.62,1.35,0.1,1.83,0.16,1.59,0.79,10,8,1.74,0.36,1.15,-0.03,2.5,1,1,1,3,1,3,2,1,1,1,1,2,2,2,2.0,1,2,2,1,0,1
3,7,1.1115,-0.17,-0.16,-0.47,-0.05,0.16,-0.39,0.52,4,11,0.18,-0.32,-0.14,-0.4,3.0,2,1,2,1,2,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
3,5,1.1049,0.27,-0.18,0.1,0.97,-0.28,0.67,-0.53,8,6,-0.23,1.17,0.89,0.8,4.0,4,1,2,2,4,4,4,4,1,1,1,1,1,2,4.0,1,1,1,1,0,1
3,0,0.1463,0.1,1.32,0.1,0.25,0.86,1.59,-0.81,10,8,-1.04,-0.17,-1.03,1.1,3.5,2,3,3,1,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
4,4,1.1903,-0.17,0.85,1.27,1.12,2.03,1.04,1.39,8,6,-1.72,-0.52,0.55,-1.11,3.5,1,1,1,1,4,4,4,4,1,1,1,1,1,2,3.0,1,1,2,1,0,1
2,0,-0.8455,1.62,0.49,1.27,0.25,0.49,1.59,0.25,6,8,-0.34,0.81,1.15,1.1,4.0,4,1,1,1,4,4,3,4,1,1,1,2,2,2,2.0,1,1,1,1,0,1
7,4,1.8857,0.94,0.19,-0.33,-1.33,-1.05,1.59,-0.07,11,4,-0.85,-0.05,0.81,1.1,1.5,1,1,4,1,3,3,4,3,1,1,1,1,6,3,4.0,1,2,1,2,0,0
2,0,-1.2803,0.1,0.19,1.69,1.83,1.38,-1.53,-3.08,2,11,0.31,-0.6,-0.41,0.35,0.25,4,4,4,3,3,3,3,2,2,2,1,2,1,1,1.0,1,4,4,4,1,0
2,1,-0.7426,1.62,0.96,1.13,0.67,1.32,1.04,-1.0,6,4,-0.56,0.8,0.61,0.54,2.0,3,3,2,2,3,3,2,3,1,1,1,1,2,1,2.0,1,1,2,1,0,0
2,2,-0.3755,0.1,-0.16,-0.33,0.25,0.16,-0.39,-0.28,11,3,-0.57,-0.8,-1.38,-1.11,2.5,3,2,2,1,3,2,3,2,1,1,1,1,1,1,1.0,1,2,2,1,0,1
2,1,-0.3053,-0.69,-1.68,-3.1,-0.91,-2.59,-1.32,-3.08,2,11,-1.11,0.31,0.26,0.54,2.0,4,4,4,3,2,2,2,2,2,2,1,2,1,1,1.0,1,3,1,3,0,0
4,5,0.6354,0.1,0.85,1.27,1.1,1.19,-0.04,0.96,10,8,-1.34,-0.52,1.02,0.54,4.0,1,2,1,1,4,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,1,-0.791,0.1,0.49,0.1,1.22,-1.45,0.85,0.59,10,10,-0.23,-0.82,-0.08,-0.53,2.5,2,2,1,1,3,3,3,4,1,1,1,1,1,1,1.0,1,1,2,1,0,0
2,0,-0.6714,-1.68,-0.96,-1.32,-2.19,-1.44,-0.64,-0.2,8,2,-0.57,-0.8,-1.38,-1.11,0.5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3.0,4,4,2,4,1,0
4,2,0.2416,0.51,0.57,-0.33,0.25,0.16,0.65,0.71,10,10,0.56,0.03,-0.33,0.05,4.0,2,1,1,2,3,3,3,3,2,2,1,1,1,2,2.0,1,1,1,1,0,1
1,1,-1.1636,-0.29,0.49,-0.33,-0.48,0.16,-0.14,1.39,8,8,-1.32,-1.38,-0.81,-0.68,2.5,1,1,1,1,1,3,2,3,2,2,2,2,1,1,1.0,1,1,1,1,0,0
1,2,-1.3048,-1.58,-1.01,0.1,-0.16,0.56,-0.39,0.25,11,11,0.4,0.17,0.39,0.04,2.5,4,1,1,1,3,2,2,4,1,1,1,1,2,2,2.0,1,1,1,1,0,0
2,0,-1.245,-0.69,1.34,0.1,0.25,0.16,1.59,0.63,8,2,-2.34,-0.54,-1.32,-1.11,3.0,3,1,1,1,3,3,3,4,1,1,1,1,4,3,3.0,1,1,1,1,0,1
3,5,0.8853,0.22,-0.29,0.23,-0.05,0.16,0.85,-1.91,11,8,1.76,1.07,0.74,1.1,3.0,3,3,2,2,3,3,2,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
4,5,0.7605,1.62,0.56,-0.33,0.25,0.54,0.7,0.9,11,6,1.44,1.07,1.15,1.1,4.0,1,1,2,1,4,4,3,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,2,-0.0698,1.62,-0.18,1.27,-0.18,0.15,0.77,0.25,6,4,0.32,1.56,-0.9,1.1,2.0,4,1,1,1,4,4,4,3,1,1,1,2,2,2,6.0,1,2,1,1,0,0
0,4,1.4717,-1.41,-2.16,0.66,-0.91,0.54,-0.61,0.71,10,6,1.53,-3.25,-0.34,0.4,3.5,2,1,1,2,4,4,3,2,1,1,1,1,1,2,1.0,1,1,1,1,0,1
5,4,1.3683,-1.41,-0.96,-0.89,-0.91,-1.44,-0.64,-0.62,10,6,-1.41,0.58,1.15,1.1,2.5,2,3,2,2,3,3,2,3,2,2,1,1,1,1,1.0,1,1,1,1,0,0
4,5,1.1363,-0.3,-0.29,-1.5,-0.16,0.16,-0.88,1.09,6,10,-0.8,0.53,0.68,0.67,4.0,1,1,1,2,4,3,3,3,1,1,1,1,2,2,4.0,1,1,1,1,0,1
2,2,-0.3841,0.1,1.34,-0.33,-1.33,-2.59,1.59,-0.28,2,3,-1.81,-1.38,0.01,-0.4,3.5,3,2,2,1,4,4,3,2,1,1,1,1,1,1,1.0,1,1,1,1,0,0
4,0,0.4073,-2.51,-2.16,-1.32,-0.48,-0.21,-1.18,-2.4,2,8,0.44,-0.89,-0.69,-1.11,2.0,4,4,2,4,2,2,1,1,1,1,1,1,1,1,1.0,1,2,2,2,0,1
1,1,-1.1008,-2.07,-1.38,-0.33,-2.91,-0.61,-0.39,-1.11,2,11,0.74,-0.25,-0.21,-0.16,2.0,3,3,1,4,2,3,2,2,1,1,1,1,1,1,1.0,1,1,1,2,0,1
3,3,-0.1484,1.34,-1.63,0.52,0.25,-1.44,-0.81,-0.56,6,8,0.39,0.81,-0.15,0.0,2.5,2,4,2,1,3,3,2,3,1,1,1,1,1,1,1.0,1,1,1,2,0,1
2,0,-1.1012,1.34,1.72,0.84,1.12,0.93,1.1,1.39,10,10,0.82,1.27,0.34,1.1,2.5,1,1,1,1,4,4,4,4,1,1,1,1,1,2,4.0,1,1,1,1,0,1
4,5,1.5623,0.95,1.72,1.27,1.1,1.38,1.59,-0.2,10,8,0.32,1.09,1.15,0.0,3.0,2,2,2,2,4,4,4,4,1,1,1,1,3,2,2.0,2,1,1,1,0,1
2,2,-0.1505,0.38,0.93,0.28,0.25,-0.23,-0.39,0.71,6,11,-0.78,-0.8,-1.38,-0.5,3.0,2,1,1,2,4,4,2,3,2,2,1,2,1,1,1.0,1,1,1,1,0,1
1,2,-1.46,-1.0,0.55,0.71,0.25,-0.28,1.23,1.39,11,8,0.45,-2.88,1.15,1.1,3.0,1,1,1,1,3,3,3,4,1,1,1,1,2,1,4.0,2,1,1,1,1,1
4,2,0.1295,0.1,-0.96,0.28,0.25,0.93,-0.39,0.23,9,11,0.32,1.36,1.15,0.4,3.0,2,1,2,2,3,3,3,2,1,2,1,1,1,1,1.0,1,1,1,1,0,0
5,7,2.0492,-0.17,0.19,0.23,0.38,0.16,1.59,0.1,10,11,1.61,1.27,1.15,1.1,3.5,2,2,2,1,4,4,3,4,1,1,1,1,2,1,4.0,1,1,1,1,0,1
2,2,-0.4813,-0.17,-0.18,-0.33,1.53,1.7,0.21,1.01,8,10,-1.12,-1.7,0.29,1.1,1.0,2,1,1,1,4,3,3,3,1,1,1,1,2,1,3.0,1,2,1,1,0,1
2,2,-0.4638,-0.56,-1.33,-0.89,-1.62,-1.38,0.67,1.01,2,6,0.16,-0.5,-0.62,-0.14,3.5,2,1,1,1,2,3,3,1,1,1,1,1,1,1,1.0,1,1,1,1,0,1
3,2,-0.1784,0.1,-0.16,0.71,1.1,1.38,0.21,-0.17,11,8,0.66,1.07,0.39,0.33,3.5,4,2,1,1,4,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
3,4,0.1845,0.95,0.49,0.66,1.53,1.71,0.78,1.39,8,8,-1.38,-1.44,-0.9,-0.14,3.0,1,1,1,1,4,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
